"pessoa_idade";"salario_ano";"propriedade_sit";"ano_trabalhado";"motivo_emprestimo";"pontuacao_emprestimos";"vl_total";"tx_juros";"inadimplencia";"tx_renda_divida";"hst_inadimplencia";"hst_primeiro_credito"
30;51372;"Alugada";0;"Médico";"A";4500;6.39;"0";0.09;"0";10
24;65000;"Alugada";1;"Empreendimento";"B";6400;9.99;"0";0.1;"0";4
22;72000;"Alugada";5;"Pessoal";"D";10000;17.27;"0";0.14;"0";2
23;52000;"Alugada";2;"Educativo";"A";8400;6.17;"0";0.16;"0";3
26;65000;"Hipotecada";2;"Empreendimento";"D";8000;17.27;"0";0.12;"1";3
24;70000;"Hipotecada";2;"Pessoal";"A";17000;7.51;"0";0.24;"0";4
24;69000;"Alugada";0;"Pessoal";"E";10000;17.14;"1";0.14;"0";4
22;54000;"Hipotecada";3;"Pessoal";"A";9000;7.51;"0";0.17;"0";3
28;55000;"Hipotecada";7;"Pagamento de débitos";"A";22000;0.0;"0";0.4;"0";10
29;33000;"Alugada";4;"Melhora do lar";"E";7650;19.29;"1";0.23;"1";6
32;188000;"Hipotecada";0;"Educativo";"B";10000;10.71;"1";0.05;"0";7
40;60000;"Própria";5;"Empreendimento";"A";12000;9.63;"0";0.2;"0";13
27;90000;"Hipotecada";11;"Pessoal";"A";10000;8.94;"0";0.11;"0";7
22;83200;"Alugada";6;"Pagamento de débitos";"C";9975;0.0;"0";0.12;"0";3
30;58239;"Hipotecada";3;"Empreendimento";"A";10500;6.62;"0";0.18;"0";5
30;22000;"Própria";4;"Empreendimento";"C";2000;13.57;"0";0.09;"0";9
24;89000;"Própria";7;"Melhora do lar";"D";0;11.71;"0";0.0;"0";3
28;54080;"Hipotecada";7;"Melhora do lar";"B";13750;11.14;"0";0.25;"0";7
61;160000;"Hipotecada";30;"Pessoal";"B";24000;10.38;"0";0.15;"0";21
24;72000;"Própria";8;"Melhora do lar";"A";9000;7.49;"0";0.13;"0";4
21;19000;"Alugada";0;"Pessoal";"A";2900;8.0;"0";0.15;"0";2
36;110000;"Hipotecada";7;"Empreendimento";"A";16000;6.03;"0";0.15;"0";12
23;24000;"Própria";7;"Educativo";"A";5000;7.49;"0";0.21;"0";2
23;39600;"Alugada";7;"Pessoal";"B";9000;11.99;"0";0.23;"0";3
21;52244;"Hipotecada";5;"Médico";"C";4000;0.0;"1";0.07;"0";2
27;34000;"Própria";7;"Educativo";"C";8000;12.53;"0";0.24;"0";10
27;28000;"Alugada";1;"Pagamento de débitos";"B";7600;10.99;"0";0.27;"0";7
28;54000;"Alugada";1;"Empreendimento";"E";24000;16.45;"1";0.44;"1";8
29;55000;"Hipotecada";11;"Médico";"B";4000;10.99;"0";0.07;"0";6
22;30996;"Alugada";6;"Educativo";"A";8000;7.14;"1";0.26;"0";4
23;78625;"Alugada";3;"Pessoal";"B";13600;9.88;"0";0.17;"0";3
25;90000;"Alugada";9;"Melhora do lar";"C";6000;13.49;"0";0.07;"0";4
26;74000;"Hipotecada";10;"Pagamento de débitos";"B";1200;12.69;"0";0.02;"0";2
23;29000;"Alugada";6;"Médico";"D";7750;14.59;"1";0.27;"1";3
24;110000;"Hipotecada";8;"Educativo";"A";8000;6.76;"0";0.07;"0";4
22;40000;"Hipotecada";6;"Pagamento de débitos";"C";5000;12.99;"0";0.13;"1";2
23;75000;"Alugada";6;"Pagamento de débitos";"A";13000;6.91;"0";0.17;"0";2
34;27600;"Alugada";5;"Pagamento de débitos";"B";10000;10.37;"1";0.36;"0";6
50;51500;"Própria";7;"Empreendimento";"A";10875;7.49;"0";0.21;"0";14
22;29004;"Hipotecada";6;"Educativo";"A";2500;6.91;"0";0.09;"0";3
24;52000;"Hipotecada";7;"Empreendimento";"B";0;12.53;"0";0.0;"0";2
25;70000;"Alugada";3;"Pessoal";"C";8000;14.26;"0";0.11;"0";4
24;87000;"Alugada";8;"Melhora do lar";"D";25000;14.84;"0";0.29;"0";3
32;112445;"Hipotecada";4;"Pagamento de débitos";"A";6000;5.42;"0";0.05;"0";10
22;19200;"Hipotecada";6;"Melhora do lar";"D";1400;14.91;"1";0.07;"1";4
27;110004;"Hipotecada";5;"Pessoal";"C";25000;12.73;"0";0.23;"1";6
31;36000;"-";8;"-";"B";2675;8.07;"0";0.07;"0";4
21;45000;"Alugada";2;"Educativo";"A";7000;7.51;"0";0.16;"0";4
28;82000;"Hipotecada";0;"Empreendimento";"C";15000;12.98;"0";0.18;"1";8
28;84000;"Hipotecada";1;"Pessoal";"A";8400;7.51;"0";0.1;"0";10
30;69996;"Alugada";0;"Pessoal";"B";2000;10.65;"0";0.03;"0";10
35;38000;"Hipotecada";2;"Médico";"B";15000;10.99;"0";0.39;"0";5
25;120000;"Hipotecada";4;"Melhora do lar";"A";6000;6.76;"0";0.05;"0";3
23;135000;"Hipotecada";8;"Educativo";"F";10000;18.43;"0";0.07;"0";4
22;48000;"Alugada";7;"Empreendimento";"B";20000;10.65;"1";0.42;"0";3
31;29000;"Alugada";0;"Pagamento de débitos";"E";10000;13.75;"1";0.34;"0";8
22;22800;"Alugada";0;"Pessoal";"B";0;15.2;"0";0.2;"";6
41;70000;"Alugada";2;"Educativo";"A";10000;7.88;"0";0.14;"0";17
27;30996;"Alugada";1;"Melhora do lar";"D";2600;14.74;"1";0.08;"0";5
23;122000;"Alugada";7;"Pagamento de débitos";"C";14000;13.48;"0";0.11;"1";2
25;31000;"Hipotecada";4;"Empreendimento";"B";10000;10.38;"0";0.32;"0";4
23;40000;"Alugada";0;"Empreendimento";"C";1500;11.78;"0";0.04;"0";2
31;325000;"Hipotecada";4;"Médico";"A";10000;5.99;"0";0.03;"0";7
38;53712;"Hipotecada";7;"Empreendimento";"C";4000;13.43;"0";0.07;"1";12
24;34000;"Alugada";1;"Empreendimento";"B";5750;10.75;"0";0.17;"0";3
38;200000;"Hipotecada";2;"-";"";15000;10.37;"0";0.24;"0";6
30;26400;"Alugada";14;"Pagamento de débitos";"";14000;10.65;"0";0.19;"";7
31;78000;"Hipotecada";1;"Melhora do lar";"C";20000;14.26;"1";0.26;"0";9
23;65000;"Hipotecada";3;"Empreendimento";"A";7000;7.9;"0";0.11;"0";4
22;0;"Alugada";5;"Educativo";"B";10000;12.21;"0";0.22;"";4
23;44000;"Alugada";7;"Educativo";"A";16000;8.49;"1";0.36;"0";4
24;100000;"Alugada";4;"Melhora do lar";"E";10000;16.4;"0";0.1;"1";2
41;54000;"Hipotecada";6;"Melhora do lar";"C";5000;13.23;"1";0.09;"0";12
43;11340;"Alugada";4;"Educativo";"C";1950;0.0;"1";0.17;"0";11
29;51000;"Alugada";2;"Médico";"A";6000;7.29;"0";0.12;"0";10
36;150000;"Hipotecada";8;"Educativo";"A";3000;7.29;"0";0.02;"0";17
23;30000;"Hipotecada";3;"Educativo";"B";4500;10.62;"0";0.15;"0";4
22;54000;"Alugada";6;"Pagamento de débitos";"D";5000;17.27;"1";0.09;"1";2
27;50000;"Hipotecada";6;"Pessoal";"B";12000;11.71;"0";0.24;"0";10
21;71688;"Hipotecada";2;"Educativo";"D";7500;13.17;"0";0.1;"1";4
29;24000;"Alugada";0;"Empreendimento";"C";7750;13.85;"1";0.32;"0";8
24;135000;"Hipotecada";8;"Educativo";"A";12000;9.38;"0";0.09;"0";2
32;50000;"Alugada";16;"Pagamento de débitos";"B";12000;12.53;"0";0.24;"0";10
23;39292;"Hipotecada";3;"Pessoal";"A";3250;0.0;"1";0.08;"0";4
25;65000;"Hipotecada";1;"Pessoal";"A";12000;7.49;"0";0.18;"0";4
26;150000;"Alugada";3;"Pessoal";"A";12000;7.9;"0";0.08;"0";3
24;58000;"Alugada";3;"Empreendimento";"C";6000;12.87;"0";0.1;"1";2
32;30000;"Alugada";7;"Educativo";"B";3000;12.42;"0";0.1;"0";8
30;52000;"Hipotecada";3;"Educativo";"C";5750;13.79;"0";0.11;"0";10
32;39600;"Alugada";2;"Médico";"B";8000;9.91;"0";0.2;"0";10
34;75000;"Alugada";9;"Pagamento de débitos";"B";25000;10.38;"1";0.33;"0";8
26;120000;"Alugada";10;"Empreendimento";"E";14000;0.0;"0";0.12;"1";4
23;19200;"Alugada";1;"Médico";"G";6200;19.82;"1";0.32;"0";3
36;24000;"Hipotecada";2;"Pagamento de débitos";"A";1500;9.63;"0";0.06;"0";16
30;60000;"-";0;"Empreendimento";"A";11000;6.62;"0";0.3;"0";3
22;73000;"Hipotecada";6;"Melhora do lar";"C";6000;13.49;"1";0.08;"1";2
23;75000;"Hipotecada";3;"Educativo";"A";4900;7.74;"0";0.07;"0";4
27;120000;"Hipotecada";4;"Pessoal";"C";6000;13.79;"0";0.05;"0";10
24;20000;"Alugada";3;"Médico";"B";3600;11.71;"0";0.18;"0";4
22;24000;"Alugada";2;"Pessoal";"A";5000;8.94;"0";0.21;"0";3
23;28644;"Hipotecada";2;"Educativo";"B";0;10.99;"0";0.17;"";4
23;29000;"Hipotecada";7;"Pessoal";"A";6000;7.88;"1";0.21;"0";2
26;33996;"Alugada";10;"Empreendimento";"A";7000;8.0;"0";0.21;"0";2
25;34000;"Alugada";7;"Pessoal";"D";9600;14.54;"1";0.28;"0";2
40;59484;"Hipotecada";13;"Empreendimento";"A";5500;7.14;"0";0.09;"0";11
25;90000;"Hipotecada";3;"Empreendimento";"B";25000;10.39;"0";0.28;"0";3
28;16800;"Própria";5;"Educativo";"B";5000;9.88;"1";0.3;"0";7
41;30000;"Alugada";3;"Médico";"A";8875;5.42;"0";0.3;"0";15
29;84000;"Hipotecada";6;"Pagamento de débitos";"D";8000;14.96;"1";0.1;"0";5
22;48000;"Alugada";7;"Empreendimento";"E";7500;17.04;"0";0.16;"1";2
24;72000;"Hipotecada";8;"Pagamento de débitos";"A";8000;7.88;"0";0.11;"0";3
26;45000;"Alugada";3;"Pagamento de débitos";"A";11000;6.99;"0";0.24;"0";2
36;31200;"Alugada";9;"Pessoal";"B";3000;12.42;"0";0.1;"0";12
23;48600;"Própria";2;"Médico";"A";5000;7.49;"0";0.1;"0";2
22;85992;"Hipotecada";6;"Pagamento de débitos";"D";3500;14.74;"1";0.04;"1";3
29;60000;"Hipotecada";7;"Médico";"A";8500;6.92;"0";0.14;"0";7
35;188000;"Alugada";4;"Pagamento de débitos";"D";5000;16.49;"1";0.03;"0";9
35;250000;"Própria";8;"Empreendimento";"B";15000;9.88;"0";0.06;"0";9
27;75000;"Hipotecada";0;"Melhora do lar";"D";23200;0.0;"0";0.31;"0";9
22;52000;"Hipotecada";5;"Empreendimento";"A";3900;7.51;"0";0.07;"0";3
22;55000;"Própria";6;"Educativo";"B";25000;10.74;"0";0.45;"0";2
28;20400;"Alugada";12;"Educativo";"A";6000;6.03;"0";0.29;"0";8
25;48500;"Outros";1;"Educativo";"E";19500;15.57;"1";0.4;"0";4
24;25040;"Hipotecada";1;"Empreendimento";"A";5000;5.79;"0";0.2;"0";4
33;140000;"Hipotecada";6;"Melhora do lar";"A";13000;7.51;"0";0.09;"0";9
34;60000;"Hipotecada";5;"Educativo";"C";7000;12.53;"0";0.12;"1";10
35;53500;"Hipotecada";3;"Médico";"B";10000;9.91;"0";0.19;"0";5
26;64000;"Alugada";0;"Pagamento de débitos";"B";1000;10.75;"0";0.02;"0";2
26;47000;"Alugada";0;"Melhora do lar";"D";25000;15.28;"1";0.53;"1";2
25;67000;"Alugada";3;"Educativo";"A";7000;8.94;"0";0.1;"0";4
23;97583;"Hipotecada";7;"Médico";"D";6950;13.67;"1";0.06;"0";2
22;35000;"Hipotecada";5;"Médico";"A";5000;7.9;"0";0.14;"0";3
24;54500;"Hipotecada";7;"Médico";"D";8000;17.49;"1";0.15;"0";4
25;102000;"Alugada";9;"Pagamento de débitos";"C";23600;13.49;"0";0.23;"0";4
23;64500;"Hipotecada";0;"Médico";"A";10000;0.0;"0";0.16;"0";4
24;88000;"Alugada";0;"Melhora do lar";"B";14000;9.99;"0";0.16;"0";3
27;46000;"Hipotecada";3;"Médico";"A";18000;7.9;"0";0.39;"0";8
27;59000;"Alugada";3;"Pessoal";"B";18000;12.18;"1";0.31;"0";9
31;125000;"Hipotecada";2;"Pessoal";"B";25000;10.75;"0";0.2;"0";7
0;59000;"Alugada";2;"Pessoal";"B";2400;7.66;"0";0.05;"0";3
39;54996;"Própria";6;"Empreendimento";"A";5500;7.51;"0";0.1;"0";11
28;37620;"Hipotecada";5;"Educativo";"B";4000;11.71;"0";0.11;"0";8
31;24000;"Alugada";0;"Empreendimento";"D";4400;15.62;"1";0.18;"1";8
22;42000;"Alugada";2;"Médico";"C";5000;12.87;"0";0.12;"0";4
22;24600;"Própria";1;"Pessoal";"B";4750;10.0;"0";0.19;"0";4
22;55000;"Alugada";1;"Empreendimento";"C";15000;12.84;"0";0.27;"0";3
26;80000;"Alugada";5;"Pagamento de débitos";"C";25000;13.61;"1";0.31;"0";4
23;80000;"Alugada";4;"Pessoal";"A";6475;6.99;"1";0.08;"0";3
24;22320;"Própria";4;"Médico";"E";1000;16.32;"1";0.04;"0";2
27;38000;"Alugada";5;"Médico";"A";3000;7.49;"0";0.08;"0";8
22;52800;"Própria";5;"Educativo";"D";4800;17.49;"0";0.09;"1";3
22;50000;"Alugada";7;"Médico";"A";4000;7.4;"0";0.08;"0";2
32;42000;"Alugada";3;"Pessoal";"B";2400;9.62;"0";0.06;"0";7
31;25000;"Alugada";0;"Médico";"C";4800;11.54;"0";0.19;"1";10
23;16000;"Hipotecada";3;"Pagamento de débitos";"C";2275;13.06;"0";0.14;"1";4
30;72000;"Hipotecada";12;"Médico";"B";10000;10.0;"0";0.14;"0";7
28;57936;"Alugada";2;"Médico";"D";13650;14.42;"1";0.24;"0";10
24;50000;"Alugada";3;"Médico";"C";6625;11.22;"0";0.13;"0";2
31;26400;"Alugada";2;"Empreendimento";"C";3250;13.48;"0";0.12;"0";8
36;98240;"Hipotecada";4;"Pessoal";"E";20000;16.35;"0";0.2;"0";16
21;41200;"Própria";3;"Pessoal";"B";8000;11.48;"0";0.19;"0";3
22;42000;"Alugada";2;"Pagamento de débitos";"B";4500;11.49;"0";0.11;"0";4
33;42000;"Alugada";4;"Médico";"C";3600;12.68;"0";0.09;"1";5
33;49896;"Alugada";8;"Médico";"A";7000;0.0;"0";0.14;"0";9
24;100000;"Alugada";5;"Melhora do lar";"B";16000;11.12;"0";0.16;"0";3
22;240000;"Própria";6;"Pessoal";"B";25000;0.0;"0";0.1;"0";2
32;86400;"Hipotecada";16;"Médico";"A";8000;6.03;"0";0.09;"0";10
27;118500;"Hipotecada";4;"Pagamento de débitos";"A";1000;0.0;"0";0.0;"";2
23;30000;"Alugada";1;"Pessoal";"D";7500;13.24;"1";0.25;"1";3
31;135000;"Hipotecada";12;"Educativo";"C";15000;13.85;"0";0.11;"1";9
22;35000;"Alugada";1;"Empreendimento";"C";8000;12.41;"0";0.23;"0";3
25;42000;"Alugada";3;"Médico";"A";5000;7.51;"0";0.12;"0";3
26;125000;"Alugada";1;"Médico";"C";11000;12.98;"0";0.09;"1";4
28;0;"Hipotecada";8;"Pagamento de débitos";"A";7925;15.27;"0";0.26;"";4
25;34000;"Hipotecada";2;"Empreendimento";"C";15450;11.22;"1";0.45;"0";4
35;19000;"Alugada";2;"Melhora do lar";"C";3300;13.85;"1";0.17;"0";6
38;80000;"Alugada";0;"Educativo";"B";1500;11.49;"0";0.02;"0";16
25;96000;"Hipotecada";10;"Empreendimento";"A";20000;6.99;"0";0.21;"0";3
35;120000;"Alugada";4;"Empreendimento";"B";12000;10.99;"0";0.1;"0";5
23;35000;"Alugada";4;"Educativo";"B";1800;10.59;"0";0.05;"0";3
24;33600;"Própria";8;"Empreendimento";"A";2500;6.39;"0";0.07;"0";3
24;130000;"Hipotecada";8;"Empreendimento";"A";6000;6.62;"0";0.05;"0";2
32;30000;"Própria";2;"Educativo";"B";10000;9.91;"0";0.33;"0";8
23;70000;"Própria";0;"Empreendimento";"A";11000;7.14;"0";0.16;"0";4
22;30000;"Hipotecada";6;"Educativo";"C";13750;14.22;"0";0.46;"0";4
23;63600;"Hipotecada";7;"Empreendimento";"A";2475;5.79;"0";0.04;"0";3
22;40000;"Alugada";0;"Médico";"C";9600;14.72;"0";0.24;"1";2
25;28800;"Própria";3;"Empreendimento";"C";6000;0.0;"0";0.21;"1";3
41;62004;"Alugada";5;"Melhora do lar";"A";14000;8.9;"0";0.23;"0";17
25;28000;"Hipotecada";9;"Médico";"A";4000;7.68;"0";0.14;"0";2
31;30000;"Alugada";4;"Pagamento de débitos";"B";12000;10.39;"1";0.4;"0";9
28;14400;"Alugada";0;"Educativo";"A";3600;7.9;"1";0.25;"0";6
26;38000;"Alugada";0;"Pessoal";"B";12000;0.0;"1";0.32;"0";4
35;36000;"Hipotecada";3;"Educativo";"B";5000;11.12;"0";0.14;"0";6
25;46000;"Alugada";9;"Pessoal";"A";12000;5.42;"0";0.26;"0";3
27;60000;"Alugada";0;"Melhora do lar";"A";7200;7.74;"0";0.12;"0";10
24;80155;"Alugada";8;"Médico";"F";5000;0.0;"1";0.05;"0";3
27;69936;"Hipotecada";11;"Pagamento de débitos";"A";8000;7.66;"0";0.11;"0";10
39;54000;"Hipotecada";23;"Melhora do lar";"B";9000;11.71;"0";0.17;"0";12
26;73000;"Alugada";3;"Pessoal";"B";20000;12.53;"1";0.27;"0";2
24;75000;"Hipotecada";8;"Pessoal";"B";1200;11.49;"0";0.02;"0";2
39;38604;"Alugada";9;"Médico";"B";9500;10.62;"0";0.25;"0";11
27;65000;"Alugada";0;"Médico";"B";6000;11.14;"0";0.09;"0";9
25;118000;"Hipotecada";8;"Melhora do lar";"B";25000;11.12;"0";0.21;"0";2
35;26000;"Alugada";3;"Pessoal";"A";8000;7.9;"1";0.31;"0";6
24;75000;"Própria";8;"Empreendimento";"B";29800;0.0;"0";0.4;"0";3
23;55000;"Alugada";5;"Pagamento de débitos";"B";20000;12.53;"1";0.36;"0";2
31;67000;"Alugada";2;"Empreendimento";"A";3000;7.51;"0";0.04;"0";10
23;78500;"Hipotecada";7;"Educativo";"A";7200;7.49;"0";0.09;"0";3
22;51000;"Alugada";6;"Pagamento de débitos";"B";15000;11.11;"0";0.29;"0";4
29;77000;"Alugada";0;"Educativo";"A";8225;0.0;"0";0.11;"0";10
26;40000;"Alugada";0;"Médico";"C";1800;13.23;"0";0.04;"1";2
23;28800;"Hipotecada";6;"Médico";"B";5000;11.99;"0";0.17;"0";3
22;28956;"Alugada";2;"Empreendimento";"A";3300;8.49;"0";0.11;"0";3
28;115000;"Alugada";0;"Empreendimento";"A";2850;6.54;"0";0.02;"0";9
22;72000;"Alugada";0;"Médico";"A";8000;7.9;"0";0.11;"0";4
25;110000;"Outros";8;"Empreendimento";"A";8000;9.32;"0";0.07;"0";3
26;64000;"Alugada";0;"Pagamento de débitos";"B";1000;10.75;"0";0.02;"0";3
22;81000;"Própria";2;"Educativo";"D";10000;15.31;"0";0.12;"0";3
25;65004;"Alugada";1;"Melhora do lar";"C";4800;13.49;"0";0.07;"0";3
42;66000;"Alugada";9;"Pagamento de débitos";"A";11200;5.79;"0";0.17;"0";12
47;50000;"Hipotecada";3;"Empreendimento";"C";4000;0.0;"0";0.08;"1";17
22;29100;"Alugada";2;"Pessoal";"D";6250;16.07;"1";0.21;"1";3
24;117300;"Alugada";4;"Médico";"C";5000;13.23;"1";0.04;"1";3
25;30720;"Hipotecada";3;"Médico";"B";2000;11.12;"0";0.07;"0";4
23;70522;"Alugada";7;"Médico";"C";9325;10.91;"0";0.13;"1";3
41;72000;"Própria";1;"Melhora do lar";"C";10000;13.49;"0";0.14;"0";11
27;63000;"Hipotecada";12;"Pagamento de débitos";"C";15500;14.65;"0";0.25;"0";5
30;82500;"Alugada";5;"Empreendimento";"A";2400;8.9;"0";0.03;"0";5
30;80000;"Hipotecada";7;"Empreendimento";"B";16800;10.99;"0";0.21;"0";8
29;60000;"Hipotecada";7;"Pagamento de débitos";"C";15000;12.87;"0";0.25;"0";5
23;26400;"Alugada";8;"Educativo";"C";4000;14.17;"1";0.15;"0";2
23;98800;"Hipotecada";7;"Empreendimento";"B";1000;11.49;"0";0.01;"0";3
31;101004;"Hipotecada";3;"Pagamento de débitos";"C";17000;0.0;"0";0.17;"0";8
36;48960;"Alugada";17;"Educativo";"B";9000;10.99;"0";0.18;"0";12
37;300000;"Hipotecada";7;"Educativo";"B";25000;11.49;"0";0.08;"0";14
23;56000;"Alugada";2;"Médico";"A";2400;8.9;"0";0.04;"0";3
29;445000;"-";3;"Pessoal";"B";16000;0.0;"0";0.29;"0";3
27;75000;"Alugada";9;"Educativo";"B";10000;9.63;"0";0.13;"0";9
21;48000;"Hipotecada";5;"Pagamento de débitos";"D";18000;15.62;"1";0.38;"1";3
22;57000;"Alugada";6;"Educativo";"B";22000;9.63;"1";0.39;"0";3
32;25200;"Própria";17;"Médico";"A";4000;6.54;"0";0.16;"0";6
23;48000;"Alugada";5;"Pagamento de débitos";"B";5000;9.25;"0";0.1;"0";2
21;28692;"Hipotecada";5;"Educativo";"B";3000;10.75;"0";0.1;"0";2
39;30000;"Alugada";1;"Melhora do lar";"E";7675;16.0;"1";0.26;"1";16
40;65000;"Alugada";1;"Pagamento de débitos";"B";5000;9.63;"0";0.08;"0";16
31;123000;"Hipotecada";15;"Empreendimento";"C";19000;13.47;"0";0.15;"1";9
27;90000;"Hipotecada";2;"Pessoal";"E";20000;16.7;"0";0.22;"0";9
32;54000;"Alugada";16;"Melhora do lar";"A";8500;7.49;"0";0.16;"0";6
32;180000;"Hipotecada";2;"Pessoal";"C";15600;0.0;"0";0.09;"1";10
24;65450;"Hipotecada";8;"Médico";"D";5000;16.77;"1";0.06;"0";4
33;58000;"Alugada";0;"Pagamento de débitos";"B";14400;9.91;"0";0.25;"0";8
23;38400;"Própria";5;"Educativo";"B";7000;0.0;"";0.08;"0";3
23;96000;"Hipotecada";7;"Pagamento de débitos";"A";5000;7.51;"0";0.05;"0";2
34;42000;"Própria";1;"Empreendimento";"A";22750;6.91;"0";0.54;"0";10
29;37000;"Alugada";1;"Médico";"B";6500;0.0;"0";0.18;"0";8
25;56655;"Hipotecada";9;"Empreendimento";"C";20000;13.61;"0";0.35;"0";2
24;50000;"Hipotecada";0;"Educativo";"B";18650;9.91;"0";0.37;"0";3
28;175000;"Alugada";7;"Melhora do lar";"A";6000;7.9;"0";0.03;"0";10
22;50000;"Hipotecada";7;"Educativo";"A";6400;8.0;"0";0.13;"0";2
29;33600;"Alugada";0;"Pessoal";"D";9600;15.99;"1";0.29;"1";7
31;66360;"Hipotecada";8;"Melhora do lar";"B";7000;11.86;"0";0.11;"0";6
23;55000;"Hipotecada";7;"Pagamento de débitos";"A";7500;7.51;"0";0.14;"0";4
24;34000;"Alugada";0;"Empreendimento";"D";8000;16.49;"1";0.24;"1";3
28;69996;"Alugada";1;"Empreendimento";"C";11000;13.79;"0";0.16;"0";8
22;120000;"Hipotecada";6;"Empreendimento";"A";12000;7.49;"0";0.1;"0";4
27;105000;"Hipotecada";5;"Educativo";"B";20000;11.48;"0";0.19;"0";6
22;62000;"Alugada";2;"Educativo";"C";8000;12.68;"0";0.13;"1";4
22;45000;"Hipotecada";1;"Educativo";"A";7375;9.32;"0";0.16;"0";4
34;73000;"Hipotecada";7;"Melhora do lar";"A";20675;0.0;"0";0.28;"0";7
43;46000;"Alugada";5;"Empreendimento";"B";3000;11.71;"0";0.07;"0";17
32;62000;"Hipotecada";3;"Educativo";"B";20000;11.36;"0";0.32;"0";9
22;140000;"Hipotecada";6;"Empreendimento";"A";20000;6.91;"0";0.14;"0";3
26;120000;"Hipotecada";0;"Pagamento de débitos";"A";6000;0.0;"0";0.05;"0";2
23;46000;"Alugada";6;"Pessoal";"B";18250;10.75;"1";0.4;"0";2
25;32400;"Hipotecada";9;"Pessoal";"C";10000;13.99;"0";0.31;"1";3
26;26000;"Alugada";10;"Educativo";"B";20050;9.76;"1";0.77;"0";2
26;82400;"Alugada";10;"Empreendimento";"C";2500;13.92;"0";0.03;"0";3
23;33800;"Própria";4;"Educativo";"D";13000;15.31;"0";0.38;"1";4
24;34000;"Hipotecada";1;"Pagamento de débitos";"D";7000;14.09;"1";0.21;"0";2
23;15000;"Própria";4;"Pagamento de débitos";"C";4000;13.98;"1";0.27;"0";4
26;85757;"Alugada";0;"Médico";"B";7800;11.83;"0";0.09;"0";3
31;20800;"Alugada";3;"Médico";"D";9750;17.19;"1";0.47;"1";6
41;50000;"Alugada";0;"Pessoal";"C";7000;12.87;"0";0.14;"1";12
33;90000;"Hipotecada";5;"Empreendimento";"A";4200;8.94;"0";0.05;"0";5
23;58000;"Hipotecada";0;"Educativo";"A";9600;7.51;"0";0.17;"0";3
26;20000;"Alugada";0;"Pagamento de débitos";"A";4800;7.49;"0";0.24;"0";2
27;105000;"Hipotecada";9;"Pessoal";"A";24000;6.17;"0";0.23;"0";6
22;18000;"Alugada";1;"Educativo";"B";7000;10.65;"1";0.39;"0";3
22;47500;"Hipotecada";6;"Empreendimento";"A";6000;7.9;"0";0.13;"0";3
22;73000;"Alugada";0;"Pessoal";"D";10000;18.25;"1";0.14;"1";2
29;60000;"Hipotecada";0;"Melhora do lar";"B";20000;12.53;"0";0.33;"0";7
22;26004;"Alugada";5;"Empreendimento";"B";4800;10.99;"0";0.18;"0";3
25;32000;"Hipotecada";1;"Pagamento de débitos";"C";8000;13.16;"0";0.25;"0";2
24;60000;"Hipotecada";8;"Médico";"C";21000;0.0;"0";0.35;"1";4
26;80400;"Alugada";6;"Médico";"B";7000;10.65;"0";0.09;"0";2
29;38000;"Alugada";3;"Pessoal";"C";15500;12.41;"1";0.41;"0";6
23;35000;"Alugada";5;"Médico";"C";5400;12.84;"0";0.15;"0";4
27;72000;"Hipotecada";9;"Pagamento de débitos";"A";10000;7.9;"0";0.14;"0";7
25;80000;"Hipotecada";5;"Pessoal";"A";18200;7.9;"0";0.23;"0";2
54;53700;"Alugada";1;"Melhora do lar";"D";29850;0.0;"1";0.56;"1";28
24;65000;"Hipotecada";2;"Pessoal";"B";8000;12.69;"0";0.12;"0";2
23;10500;"Alugada";0;"Médico";"B";1000;10.25;"1";0.1;"0";2
31;44000;"Alugada";0;"Melhora do lar";"B";0;10.38;"0";0.08;"0";10
30;60000;"Alugada";0;"Médico";"A";8000;7.66;"0";0.13;"0";5
51;28000;"Alugada";3;"Empreendimento";"B";8000;11.86;"0";0.29;"0";26
22;36396;"Hipotecada";6;"Educativo";"B";5500;11.12;"0";0.15;"0";3
30;70125;"Hipotecada";2;"Médico";"D";25000;15.33;"1";0.3;"1";9
25;126000;"Hipotecada";0;"Pagamento de débitos";"A";6000;6.92;"0";0.05;"0";3
22;60000;"Hipotecada";6;"Educativo";"A";2500;6.99;"0";0.04;"0";3
27;120000;"Hipotecada";11;"Melhora do lar";"B";10000;11.14;"0";0.08;"0";6
28;44604;"Alugada";11;"Pessoal";"B";1500;11.12;"0";0.03;"0";7
23;54000;"Alugada";5;"Melhora do lar";"A";4500;8.49;"1";0.08;"0";2
25;60900;"Alugada";2;"Pessoal";"A";3600;6.91;"0";0.06;"0";3
25;162500;"Alugada";2;"Empreendimento";"A";35000;7.49;"0";0.22;"0";4
24;28000;"Própria";6;"Melhora do lar";"B";10000;10.37;"0";0.36;"0";2
35;79000;"Alugada";7;"Médico";"A";10000;7.51;"0";0.13;"0";8
28;30000;"Alugada";2;"Pagamento de débitos";"A";12000;5.42;"1";0.4;"0";6
45;118000;"Hipotecada";11;"Educativo";"C";9600;13.99;"1";0.08;"1";12
42;29000;"Alugada";1;"Pessoal";"D";5000;16.49;"1";0.17;"1";13
23;46000;"Alugada";7;"Melhora do lar";"C";10000;13.43;"1";0.22;"0";4
